joined,left,difference
1909-07-27,1909-09-02,37
1909-09-10,1909-11-11,62
1909-09-10,1909-11-11,62
1909-11-12,1909-12-23,41
1871-03-01,1871-06-30,121
1871-03-01,1871-03-01,0
1871-03-31,1871-4-22,22
1871-4-22,1871-06-17,56
1871-03-11,1871-03-15,4
1871-11-06,1872-02-07,93
1871-11-14,1872-02-07,85
1871-11-06,1872-02-07,93
1872-10-10,1872-12-22,73
1872-06-30,1872-10-05,97
1872-06-30,1872-10-05,97
1872-10-28,1872-12-22,55
1873-03-15,1873-12-12,272
1873-03-15,1873-12-12,272
1873-08-15,1873-12-12,119
1874-07-01,1874-12-17,169
1874-06-26,1874-07-02,6
1874-07-01,1874-12-17,169
1874-07-01,1874-12-17,169
1874-07-01,1874-12-17,169
1874-12-17,1874-12-31,14
1876-07-01,1876-11-22,144
1877-12-10,1877-12-31,21
1877-12-10,1877-12-31,21
1877-12-10,1877-12-31,21
1879-05-06,1879-03-30,37
1879-01-01,1879-04-08,97
1875-09-14,1876-08-25,346
1875-09-13,1876-08-25,347
1875-09-13,1876-08-25,347
1875-09-13,1876-08-25,347
1876-11-18,1877-05-22,185
1876-11-18,1877-06-16,210
1876-11-18,1877-06-16,210
1876-11-18,1877-06-16,210
1875-09-13,1876-08-25,347
1875-09-14,1876-08-25,346
1875-09-13,1876-08-25,347
1875-09-13,1876-08-25,347
1876-11-18,1877-06-16,210
1877-07-17,1877-12-02,138
1876-11-18,1877-06-16,210
1877-07-17,1877-12-02,138
1877-04-07,1877-06-16,70
1876-11-18,1877-06-01,195
1877-06-12,1877-06-16,4
1877-07-17,1877-12-02,138
1876-11-18,1877-04-07,140
1878-01-30,1878-05-21,111
1877-07-19,1877-12-02,136
1877-07-19,1877-12-02,136
1877-07-17,1877-12-02,138
1877-07-19,1877-12-02,136
1877-07-19,1877-12-02,136
1878-01-30,1878-05-21,111
1878-02-02,1878-05-21,108
1878-01-30,1878-05-21,111
1878-01-30,1878-05-21,111
1878-01-30,1878-05-21,111
1878-01-30,1878-05-21,111
1878-01-30,1878-02-02,3
1878-01-30,1878-05-21,111
1878-01-30,1878-03-28,57
1878-06-14,1879-02-17,248
1878-06-14,1879-03-03,262
1878-06-14,1879-03-03,262
1878-06-14,1879-03-03,262
1878-10-22,1879-03-03,132
1878-06-14,1879-03-03,262
1878-06-14,1879-03-03,262
1878-06-14,1878-10-14,122
1878-06-14,1879-03-03,262
1879-10-23,1880-06-29,250
1879-10-23,1880-06-29,250
1879-10-28,1880-06-29,245
1879-10-23,1880-06-29,250
1879-10-28,1880-06-29,245
1879-10-23,1880-06-29,250
1879-10-23,1880-06-29,250
1880-08-07,1880-11-10,95
1880-08-06,1880-11-10,96
1880-08-06,1880-11-10,96
1880-08-07,1880-11-10,95
1880-08-07,1880-11-10,95
1880-08-07,1880-11-10,95
1880-08-06,1880-11-10,96
1880-08-06,1880-11-10,96
1879-10-28,1880-06-29,245
1880-08-14,1880-11-10,88
1876-01-27,1876-07-02,157
1876-01-27,1876-07-02,157
1876-01-27,1876-07-02,157
1876-01-27,1876-07-02,157
1876-01-27,1876-07-02,157
1876-01-27,1876-07-02,157
1876-01-27,1876-07-02,157
1876-08-15,1877-05-18,276
1876-08-15,1877-05-18,276
1876-08-15,1877-05-18,276
1876-08-15,1877-05-18,276
1876-08-15,1877-05-18,276
1876-08-15,1877-05-18,276
1876-08-15,1877-05-18,276
1877-07-04,1878-05-04,304
1877-07-04,1878-05-01,301
1877-02-17,1877-05-18,90
1877-07-04,1877-10-29,117
1877-07-04,1877-07-06,2
1877-07-04,1877-10-29,117
1877-07-04,1877-10-29,117
1877-11-03,1877-11-07,4
1878-2-13,1878-04-30,76
1877-11-06,1878-04-30,175
1877-11-06,1878-02-13,99
1877-07-06,1878-04-30,298
1877-07-04,1878-04-30,300
1877-11-03,1878-04-30,178
1878-02-11,1878-02-13,2
1879-11-07,1880-01-29,83
1879-05-26,1880-01-29,248
1879-05-26,1880-02-02,252
1879-05-26,1880-01-29,248
1879-05-26,1879-09-10,107
1879-05-26,1880-01-29,248
1879-05-26,1880-01-29,248
1879-05-26,1880-01-29,248
1880-02-20,1880-07-11,142
1880-02-20,1880-07-11,142
1880-02-20,1880-07-11,142
1880-02-20,1880-07-11,142
1880-02-20,1880-07-11,142
1880-02-20,1880-07-11,142
1880-02-20,1880-07-11,142
1880-11-27,1881-01-17,51
1880-11-27,1880-08-31,88
1880-11-27,1881-01-17,51
1880-11-27,1880-11-17,10
1880-11-22,1881-01-17,56
1880-11-27,1881-01-17,51
1880-11-27,1881-01-17,51
1881-02-10,1881-06-12,122
1881-02-10,1881-06-12,122
1881-02-10,1881-06-12,122
1881-02-10,1881-06-12,122
1881-02-10,1881-06-12,122
1881-02-19,1881-06-12,113
1881-02-10,1881-06-12,122
1881-07-06,1881-11-08,125
1881-07-06,1881-11-08,125
1881-07-06,1881-11-08,125
1881-07-06,1881-11-08,125
1881-07-06,1881-11-08,125
1881-07-06,1881-11-08,125
1882-03-17,1883-03-20,368
1882-03-17,1881-08-22,207
1882-03-17,1882-08-22,158
1882-01-13,1882-03-06,52
1882-03-28,1882-08-22,147
1882-03-17,1882-07-07,112
1882-03-17,1882-08-22,158
1882-01-13,1882-03-06,52
1882-03-20,1882-03-27,7
1882-01-13,1882-03-06,52
1882-09-04,1882-10-21,47
1882-09-04,1882-10-20,46
1882-09-04,1882-10-19,45
1882-09-04,1882-10-18,44
1882-01-13,1882-03-06,52
1882-01-13,1882-03-06,52
1882-01-13,1882-03-06,52
1882-01-13,1882-03-06,52
1882-11-06,1882-11-21,15
1882-11-06,1882-12-27,51
1882-09-04,1882-10-22,48
1882-09-04,1882-10-23,49
1882-11-20,1882-12-27,37
1886-01-08,1886-01-25,17
1886-01-08,1886-01-29,21
1886-01-08,1886-04-12,94
1886-01-08,1886-05-23,135
1886-08-03,1886-09-06,34
1886-11-13,1886-11-15,2
1886-11-02,1886-11-13,11
1886-07-10,1886-09-29,81
1887-01-10,1887-03-25,74
1887-05-02,1887-05-12,10
1887-07-01,1887-10-29,120
1887-07-01,1887-12-15,167
1888-02-06,1888-04-06,60
1888-01-03,1888-03-04,61
1888-01-03,1888-04-18,106
1888-01-03,1888-03-04,61
1888-03-05,1888-04-11,37
1888-04-26,1888-05-02,6
1888-05-29,1888-04-07,52
1888-07-13,1888-12-31,171
1888-07-13,1888-12-31,171
1888-09-06,1888-12-08,93
1888-10-18,1888-12-29,72
1888-07-13,1888-10-18,97
1888-09-25,1888-10-15,20
1888-07-13,1888-10-18,97
1888-10-10,1888-12-31,82
1888-07-20,1888-10-13,85
1888-10-18,1888-12-31,74
1888-11-13,1888-12-31,48
1889-02-16,1889-03-21,33
1889-01-01,1889-03-02,60
1889-01-01,1889-01-10,9
1889-01-01,1889-02-15,45
1889-02-16,1889-05-20,93
1889-01-01,1889-01-16,15
1889-07-03,1889-07-17,14
1889-07-03,1889-07-15,12
1889-07-03,1889-07-13,10
1889-09-03,1889-09-26,23
1889-09-19,1889-10-18,29
1862-09-25,1863-06-30,278
1889-09-07,1889-11-15,69
1862-09-27,1863-06-30,276
1862-09-25,1863-06-20,268
1862-09-25,1863-06-30,278
1863-07-17,1864-05-28,316
1863-07-17,1864-05-28,316
1862-09-26,1863-06-30,277
1863-07-17,1864-04-15,273
1862-09-25,1863-06-30,278
1863-07-17,1864-05-28,316
1862-09-27,1863-06-30,276
1864-06-23,1864-09-07,76
1863-07-22,1864-05-28,311
1863-07-22,1864-05-28,311
1863-07-17,1864-05-28,316
1863-07-20,1864-05-28,313
1864-06-23,1864-11-14,144
1864-06-23,1864-11-14,144
1864-10-07,1864-11-14,38
1864-06-26,1864-10-07,103
1864-06-24,1864-11-14,143
1864-06-23,1864-11-14,144
1864-06-23,1864-11-14,144
1864-06-24,1864-11-14,143
1865-12-29,1866-02-10,43
1865-12-29,1866-02-02,35
1865-05-25,1865-12-30,219
1865-05-25,1865-12-30,219
1865-12-29,1866-07-06,189
1865-12-30,1866-07-06,188
1865-05-25,1865-12-30,219
1865-05-25,1865-12-30,219
1866-02-12,1866-07-06,144
1866-02-12,1866-07-06,144
1866-01-02,1866-07-06,185
1867-07-01,1868-07-02,367
1867-07-01,1868-07-02,367
1867-07-01,1868-07-02,367
1867-07-01,1868-07-02,367
1867-07-01,1868-07-02,367
1867-07-01,1868-07-02,367
1868-04-09,1868-10-02,176
1868-04-10,1868-10-02,175
1868-04-10,1868-10-02,175
1868-11-02,1869-02-28,118
1868-04-11,1868-10-02,174
1868-11-02,1869-05-12,191
1868-04-10,1868-10-02,175
1868-04-10,1868-10-02,175
1868-11-02,1869-05-12,191
1868-11-02,1869-05-12,191
1868-11-03,1869-03-30,147
1869-03-28,1869-03-12,16
1869-06-05,1869-11-24,172
1869-03-20,1869-03-12,8
1869-06-05,1869-11-24,172
1869-08-17,1869-11-24,99
1869-06-05,1869-10-22,139
1869-12-17,1870-05-16,150
1869-12-17,1870-05-16,150
1869-06-05,1869-11-24,172
1869-06-05,1869-11-24,172
1869-06-05,1869-11-24,172
1869-06-05,1869-11-24,172
1869-12-21,1870-05-16,146
1869-12-17,1870-05-16,150
1869-12-21,1870-05-16,146
1869-12-17,1870-05-16,150
1870-07-12,1871-04-11,273
1870-07-12,1871-03-07,238
1870-07-12,1871-04-11,273
1870-07-12,1871-04-11,273
1870-07-12,1871-02-06,209
1870-07-12,1871-03-07,238
1871-03-26,1871-04-11,16
1871-05-23,1871-07-24,62
1870-07-12,1871-03-07,238
1871-03-28,1871-04-11,14
1871-05-23,1871-05-27,4
1871-05-23,1871-07-24,62
1871-05-23,1871-07-24,62
1871-05-23,1871-07-24,62
1871-05-23,1871-07-24,62
1871-05-23,1871-07-24,62
1871-05-23,1871-07-24,62
1871-05-23,1871-07-24,62
1871-08-25,1872-07-19,329
1871-08-25,1872-07-19,329
1871-08-25,1872-07-19,329
1871-08-25,1872-07-19,329
1871-08-25,1872-07-19,329
1871-08-25,1872-07-19,329
1872-08-29,1873-03-08,191
1872-08-29,1873-03-08,191
1872-08-29,1873-03-08,191
1872-08-29,1873-03-08,191
1872-08-29,1873-03-08,191
1872-08-29,1873-03-08,191
1873-04-02,1873-08-11,131
1873-04-03,1873-07-07,95
1873-04-03,1873-08-11,130
1873-07-14,1873-08-11,28
1873-04-03,1873-07-07,95
1873-04-03,1873-08-11,130
1873-07-14,1873-08-11,28
1873-04-05,1873-08-11,128
1873-07-14,1873-08-11,28
1866-05-19,1866-09-28,132
1866-05-19,1866-07-21,63
1866-05-19,1866-09-28,132
1866-05-19,1866-07-23,65
1866-05-25,1866-07-16,52
1866-05-19,1866-05-31,12
1866-05-19,1866-05-25,6
1866-05-19,1866-09-28,132
1866-07-23,1866-08-10,18
1866-07-26,1866-08-10,15
1866-07-28,1866-08-10,13
1868-04-08,1868-09-03,148
1868-04-08,1868-09-03,148
1868-04-08,1868-09-03,148
1868-04-08,1868-09-03,148
1868-04-08,1868-09-03,148
1868-04-08,1868-09-03,148
1868-04-08,1868-09-03,148
1868-09-18,1868-12-31,104
1868-09-15,1868-12-31,107
1868-09-15,1868-12-31,107
1868-09-15,1868-12-31,107
1868-09-15,1868-12-31,107
1868-09-15,1868-12-31,107
1868-09-16,1868-12-13,88
1868-09-14,1868-12-03,80
1869-10-21,1870-05-13,204
1869-10-21,1870-05-13,204
1869-10-21,1870-05-13,204
1869-10-21,1870-05-13,204
1869-10-21,1870-05-13,204
1869-10-21,1870-05-13,204
1869-10-21,1870-05-13,204
1870-06-26,1870-07-16,20
1870-06-26,1870-10-17,113
1870-06-26,1870-10-18,114
1870-06-26,1870-10-18,114
1870-06-26,1870-10-17,113
1870-06-26,1870-10-18,114
1870-10-27,1870-12-28,62
1870-10-27,1870-12-28,62
1870-06-26,1870-10-17,113
1870-08-01,1870-10-17,77
1870-10-27,1870-12-28,62
1870-10-27,1870-12-28,62
1870-10-27,1870-12-28,62
1871-04-24,1871-09-14,143
1870-10-27,1870-12-28,62
1871-04-24,1871-09-14,143
1870-10-18,1870-12-28,71
1871-04-24,1871-09-14,143
1872-01-01,1872-08-03,215
1872-01-01,1872-08-03,215
1872-01-01,1872-08-03,215
1872-01-01,1872-08-03,215
1871-04-24,1871-09-14,143
1871-04-24,1871-09-14,143
1871-04-26,1871-09-14,141
1872-01-02,1872-01-03,1
1872-01-02,1872-04-28,117
1872-01-02,1872-05-02,121
1872-05-04,1872-08-03,91
1872-10-28,1873-03-02,125
1872-10-21,1873-03-02,132
1872-10-21,1873-03-02,132
1872-10-23,1873-10-24,366
1872-10-21,1873-03-02,132
1872-10-21,1873-03-02,132
1872-10-23,1873-03-17,145
1872-10-21,1873-03-02,132
1873-03-21,1873-05-05,45
1873-03-02,1873-05-05,64
1873-03-21,1873-05-05,45
1873-03-21,1873-05-05,45
1873-03-21,1873-05-05,45
1873-05-14,1873-09-23,132
1873-05-14,1873-09-23,132
1873-05-14,1873-06-20,37
1873-05-14,1873-09-23,132
1873-05-14,1873-09-23,132
1873-05-14,1873-09-23,132
1873-08-15,1873-09-23,39
1873-03-22,1873-05-05,44
1874-01-09,1874-01-27,18
1873-11-24,1874-01-27,64
1874-01-03,1874-01-27,24
1874-01-09,1874-01-27,18
1874-01-09,1874-01-27,18
1874-01-09,1874-01-27,18
1873-11-27,1874-01-27,61
1874-02-09,1874-06-24,135
1874-02-10,1874-06-24,134
1874-02-09,1874-07-02,143
1874-02-09,1874-06-24,135
1874-03-21,1874-04-17,27
1874-02-09,1874-06-24,135
1874-02-10,1874-06-24,134
1874-02-09,1874-02-16,7
1874-07-14,1874-10-27,105
1874-07-04,1874-10-27,115
1874-07-13,1874-07-14,1
1874-07-11,1874-10-27,108
1874-07-13,1874-07-14,1
1874-07-04,1874-10-27,115
1874-07-04,1874-07-14,10
1874-07-13,1874-07-14,1
1874-07-14,1874-10-16,94
1874-07-15,1874-10-27,104
1874-07-14,1874-10-27,105
1879-01-01,1879-06-30,180
1879-01-01,1879-05-24,143
1879-01-01,1879-05-24,143
1880-09-15,1880-11-25,71
1881-01-01,1881-06-30,180
1881-07-07,1881-09-03,58
1881-07-07,1881-09-03,58
1880-09-15,1881-01-18,125
1880-09-15,1881-01-18,125
1881-04-02,1881-06-30,89
1881-01-01,1881-06-30,180
1881-01-01,1881-03-03,61
1881-04-03,1881-06-30,88
1866-01-01,1866-06-30,180
1866-01-01,1866-06-30,180
1868-07-01,1868-12-30,182
1868-07-01,1868-12-30,182
1868-07-01,1868-12-30,182
1868-07-01,1868-12-30,182
1870-07-01,1870-12-31,183
1870-07-01,1870-12-31,183
1870-07-01,1870-12-31,183
1870-07-01,1870-12-31,183
1871-07-10,1871-12-31,174
1873-08-04,1873-10-25,82
1874-02-26,1874-05-08,71
1874-02-10,1874-05-08,87
1876-01-01,1876-05-12,132
1876-02-08,1876-05-12,94
1874-02-26,1874-05-08,71
1876-07-19,1876-12-25,159
1876-07-19,1876-12-25,159
1876-07-19,1876-12-25,159
1877-08-13,1877-01-03,222
1884-05-26,1884-06-30,35
1877-08-13,1877-01-03,222
1884-01-01,1884-06-30,181
1884-01-01,1884-06-30,181
1877-08-13,1877-01-03,222
1885-01-01,1884-11-24,38
1863-03-04,1863-06-30,118
1863-03-04,1863-06-30,118
1889-01-01,1889-06-30,180
1889-01-01,1889-06-30,180
1863-03-04,1863-05-26,83
1863-03-25,1863-06-30,97
1863-03-04,1863-06-30,118
1866-03-15,1866-06-30,107
1867-07-01,1867-08-08,38
1867-01-01,1867-06-30,180
1867-01-01,1867-06-30,180
1867-01-01,1867-06-30,180
1868-03-07,1868-06-30,115
1867-07-01,1867-12-26,178
1868-03-07,1868-06-30,115
1867-07-01,1867-12-26,178
1868-03-07,1868-06-30,115
1868-07-01,1868-12-03,155
1868-07-01,1868-12-03,155
1868-07-01,1868-12-03,155
1868-03-07,1868-06-30,115
1870-01-17,1870-06-30,164
1869-07-01,1869-12-24,176
1869-07-01,1869-12-24,176
1869-07-01,1869-12-24,176
1871-01-04,1871-06-30,177
1871-01-04,1871-06-30,177
1871-01-02,1871-06-30,179
1862-02-10,1863-01-09,333
1862-02-10,1863-01-09,333
1862-02-10,1863-01-09,333
1862-02-10,1863-01-09,333
1862-02-10,1863-01-09,333
1862-02-10,1862-07-09,149
1862-02-10,1863-01-09,333
1862-02-10,1863-01-09,333
1862-02-10,1863-01-09,333
1862-02-10,1863-01-09,333
1866-04-11,1866-12-02,235
1866-04-11,1866-08-12,123
1866-10-13,1866-12-05,53
1866-04-20,1866-08-12,114
1866-12-06,1866-12-08,2
1867-07-10,1867-07-12,2
1867-07-11,1867-11-12,124
1867-07-09,1867-09-12,65
1866-12-06,1867-06-02,178
1866-12-06,1867-06-02,178
1866-12-10,1867-06-02,174
1867-07-09,1867-11-12,126
1867-07-09,1867-11-12,126
1867-02-12,1867-06-02,110
1867-07-12,1867-11-12,123
1867-07-09,1867-11-12,126
1867-07-12,1867-11-12,123
1867-07-09,1867-11-12,126
1867-07-09,1867-11-12,126
1867-07-12,1867-11-12,123
1867-07-09,1867-11-12,126
1867-07-09,1867-11-12,126
1867-07-09,1867-07-11,2
1862-12-26,1863-05-12,137
1862-12-26,1863-05-12,137
1862-12-26,1863-05-12,137
1862-12-26,1863-05-12,137
1862-12-26,1863-05-12,137
1862-12-26,1863-05-12,137
1862-12-26,1863-05-12,137
1863-06-04,1863-11-04,153
1863-06-03,1863-10-03,122
1863-04-03,1863-05-12,39
1863-06-02,1863-11-05,156
1863-06-03,1863-11-04,154
1863-06-03,1863-11-05,155
1863-06-04,1863-11-04,153
1863-06-04,1863-10-03,121
1863-12-24,1864-05-24,152
1863-12-24,1864-05-24,152
1863-12-24,1864-05-24,152
1863-12-24,1864-05-24,152
1863-06-03,1863-10-03,122
1863-12-24,1864-05-24,152
1863-12-24,1864-05-24,152
1863-12-24,1864-05-24,152
1863-12-24,1864-05-24,152
1864-07-15,1864-11-30,138
1864-07-15,1864-11-30,138
1863-12-24,1864-05-24,152
1864-07-15,1864-07-16,1
1864-07-15,1864-11-30,138
1864-07-15,1864-11-30,138
1864-07-15,1864-11-30,138
1864-07-15,1864-11-30,138
1878-11-07,1879-04-29,173
1878-11-19,1879-01-04,46
1878-11-20,1879-05-17,178
1878-05-16,1879-04-29,348
1878-11-19,1879-04-29,161
1879-05-16,1879-04-29,17
1878-11-19,1879-04-29,161
1879-01-13,1879-05-17,124
1878-11-19,1879-04-29,161
1878-11-19,1879-04-29,161
1878-11-07,1879-04-29,173
1879-06-24,1879-12-10,169
1879-06-25,1879-08-30,66
1879-06-25,1879-09-10,77
1879-06-24,1879-12-10,169
1879-06-25,1879-12-10,168
1879-06-24,1879-12-10,169
1879-06-28,1879-12-10,165
1880-02-14,1880-08-19,187
1879-06-25,1879-12-10,168
1879-09-22,1879-12-10,79
1879-09-22,1879-12-10,79
1880-02-16,1880-08-04,170
1880-02-14,1880-08-04,172
1880-02-14,1880-08-04,172
1880-02-14,1880-08-04,172
1880-02-14,1880-08-04,172
1880-02-14,1880-08-04,172
1880-02-16,1880-04-10,54
1880-09-01,1881-02-14,166
1880-09-01,1880-11-17,77
1880-09-01,1880-10-02,31
1880-09-01,1881-02-14,166
1880-09-01,1881-02-14,166
1880-09-01,1880-09-09,8
1880-09-01,1880-11-02,62
1880-12-09,1881-02-14,67
1880-09-02,1880-12-07,96
1880-11-19,1881-02-14,87
1880-11-25,1881-02-14,81
1881-10-06,1882-06-07,244
1881-10-06,1882-06-07,244
1881-10-06,1882-06-07,244
1881-10-06,1882-06-07,244
1881-10-06,1882-06-07,244
1881-10-06,1882-06-07,244
1881-10-06,1882-06-07,244
1881-10-07,1882-06-07,243
1882-02-28,1882-06-07,99
1882-06-22,1882-07-15,23
1882-06-22,1882-07-15,23
1882-06-22,1882-07-15,23
1882-06-22,1882-07-15,23
1882-06-22,1882-07-15,23
1882-06-22,1882-07-15,23
1882-06-22,1882-07-15,23
1882-06-22,1882-07-15,23
1882-06-22,1882-07-15,23
1883-03-08,1883-11-26,263
1883-03-08,1883-11-17,254
1883-03-09,1883-11-17,253
1883-03-09,1883-11-17,253
1883-03-09,1883-08-06,150
1883-03-08,1883-11-17,254
1883-03-09,1883-08-06,150
1883-03-09,1883-08-08,152
1883-03-09,1883-08-08,152
1883-08-15,1883-09-17,33
1883-08-15,1883-09-01,17
1883-09-17,1883-11-17,61
1883-08-15,1883-11-17,94
1883-09-17,1883-11-17,61
1883-08-15,1883-09-01,17
1883-12-27,1884-05-09,134
1883-12-28,1884-05-09,133
1883-12-28,1884-05-09,133
1883-12-27,1884-05-09,134
1883-12-28,1884-05-09,133
1883-12-28,1884-05-09,133
1883-09-17,1883-11-17,61
1884-05-26,1884-11-17,175
1884-05-26,1884-11-03,161
1884-05-26,1884-11-17,175
1884-05-26,1884-11-17,175
1883-12-28,1884-05-09,133
1884-05-26,1884-11-25,183
1883-12-29,1884-05-09,132
1884-05-27,1884-11-03,160
1884-05-26,1884-05-30,4
1884-05-26,1884-11-17,175
1884-05-31,1884-11-17,170
1866-04-12,1866-07-05,84
1884-05-31,1884-11-17,170
1884-05-26,1884-05-30,4
1866-04-13,1866-06-11,59
1866-06-19,1866-07-05,16
1866-06-19,1866-05-22,28
1866-06-19,1866-06-23,4
1866-06-23,1866-07-05,12
1866-06-19,1866-07-05,16
1866-06-23,1866-07-05,12
1866-06-19,1866-07-05,16
1866-04-13,1866-07-05,83
1866-09-29,1867-05-10,223
1866-09-29,1867-05-10,223
1866-09-29,1867-05-10,223
1866-04-23,1866-05-28,35
1866-06-19,1866-07-05,16
1866-09-29,1867-05-10,223
1867-03-04,1867-05-10,67
1867-02-12,1867-02-28,16
1867-10-01,1867-12-31,91
1867-02-12,1867-05-10,87
1866-09-29,1867-05-10,223
1866-09-29,1867-05-10,223
1866-09-29,1867-05-10,223
1867-10-01,1867-05-10,144
1867-06-17,1867-11-12,148
1867-10-01,1867-12-12,72
1867-06-17,1867-11-12,148
1867-06-17,1867-11-12,148
1867-06-17,1867-11-12,148
1867-06-17,1867-11-12,148
1867-10-02,1867-11-12,41
1867-11-11,1868-09-07,301
1867-10-02,1867-11-12,41
1867-11-11,1868-05-13,184
1867-11-13,1868-05-13,182
1867-11-13,1868-05-13,182
1867-11-13,1868-10-10,332
1867-11-13,1868-05-13,182
1867-11-13,1867-11-13,0
1867-11-14,1868-10-10,331
1868-05-12,1868-10-10,151
1867-11-13,1868-05-13,182
1868-05-12,1868-10-10,151
1868-05-12,1868-10-10,151
1868-12-28,1869-09-24,270
1868-12-28,1869-09-24,270
1868-12-23,1869-09-24,275
1868-05-12,1868-10-10,151
1869-05-17,1869-09-24,130
1868-12-28,1869-09-24,270
1868-12-23,1869-09-24,275
1868-12-23,1869-09-24,275
1868-12-24,1869-05-17,144
1868-12-24,1869-09-24,274
1868-12-28,1869-05-17,140
1868-12-23,1869-09-24,275
1869-04-18,1869-09-24,159
1869-05-17,1869-09-24,130
1869-12-17,1870-05-16,150
1869-12-17,1870-05-16,150
1869-12-11,1870-05-16,156
1869-12-15,1870-05-16,152
1869-12-17,1870-05-16,150
1869-12-17,1870-05-16,150
1869-12-11,1870-05-16,156
1870-04-08,1870-05-16,38
1869-12-17,1870-05-16,150
1869-12-17,1870-05-16,150
1870-06-23,1870-10-28,127
1870-06-23,1870-10-28,127
1870-07-06,1870-10-28,114
1870-06-23,1870-10-28,127
1870-06-23,1870-10-28,127
1870-07-06,1870-10-28,114
1870-06-23,1870-10-28,127
1870-09-29,1870-10-27,28
1870-07-06,1870-09-29,85
1870-07-01,1870-10-27,118
1870-12-13,1871-06-08,177
1870-12-17,1871-06-08,173
1870-12-17,1871-06-08,173
1870-12-17,1871-06-08,173
1870-12-13,1871-06-08,177
1870-12-17,1871-06-08,173
1871-05-22,1871-06-08,17
1870-12-17,1871-06-08,173
1871-06-18,1871-11-13,148
1871-06-18,1871-11-13,148
1870-12-17,1871-03-23,96
1871-06-18,1871-11-13,148
1871-06-18,1871-11-13,148
1870-12-19,1871-06-08,171
1871-06-18,1871-11-13,148
1871-06-20,1871-11-13,146
1871-06-18,1871-11-13,148
1871-06-18,1871-11-13,148
1871-06-18,1871-11-13,148
1871-12-21,1872-07-02,194
1871-12-22,1872-07-02,193
1871-12-22,1872-07-02,193
1871-12-22,1872-07-02,193
1871-12-22,1872-07-02,193
1871-12-22,1872-07-02,193
1871-12-22,1872-07-02,193
1871-12-21,1872-07-02,194
1871-12-22,1872-03-02,71
1871-12-21,1871-12-26,5
1872-08-15,1873-05-01,259
1872-08-15,1873-05-01,259
1872-08-15,1873-07-10,329
1872-08-15,1873-05-01,259
1872-02-05,1872-07-02,148
1872-08-15,1873-05-01,259
1872-08-16,1873-05-01,258
1872-08-16,1873-06-30,318
1873-05-15,1873-06-30,46
1873-05-15,1873-06-30,46
1872-08-16,1873-05-01,258
1872-08-16,1873-05-01,258
1873-05-19,1873-06-30,42
1873-05-19,1873-06-30,42
1872-12-07,1873-07-10,215
1873-05-19,1873-06-30,42
1873-05-19,1873-06-30,42
1873-08-02,1873-11-05,95
1873-08-04,1874-07-27,357
1873-08-05,1873-11-05,92
1873-08-01,1874-08-05,369
1873-08-04,1874-07-27,357
1873-08-02,1873-08-06,4
1873-08-01,1874-08-05,369
1873-08-01,1873-12-01,122
1873-08-02,1873-08-06,4
1874-08-05,1874-08-27,22
1873-08-07,1874-07-27,354
1873-08-08,1874-07-27,353
1874-03-11,1874-07-27,138
1874-07-16,1874-07-27,11
1874-03-27,1874-07-15,110
1874-07-16,1874-07-27,11
1874-08-05,1874-08-26,21
1874-08-05,1874-08-26,21
1874-08-05,1874-08-26,21
1874-08-05,1874-08-26,21
1874-08-05,1874-08-26,21
1874-08-05,1874-08-26,21
1874-08-05,1874-08-26,21
1874-08-05,1874-08-26,21
1874-08-05,1874-08-26,21
1876-02-28,1876-06-17,110
1876-02-28,1876-08-17,171
1876-02-26,1876-08-17,173
1876-03-01,1876-08-17,169
1876-02-26,1876-08-17,173
1876-02-26,1876-08-17,173
1876-03-04,1876-08-17,166
1876-02-29,1876-08-17,170
1876-09-15,1877-03-27,193
1876-03-04,1876-06-19,107
1876-02-26,1876-08-17,173
1876-06-19,1876-08-17,59
1876-09-15,1877-03-27,193
1876-09-15,1877-03-27,193
1876-09-15,1877-03-27,193
1876-09-15,1877-03-27,193
1876-09-15,1877-03-27,193
1876-09-15,1877-03-27,193
1876-09-15,1877-03-27,193
1876-09-15,1877-03-27,193
1877-05-17,1877-11-09,176
1877-05-17,1877-11-09,176
1877-05-17,1877-11-09,176
1877-05-17,1877-11-09,176
1877-05-17,1877-11-09,176
1877-05-17,1877-11-09,176
1877-05-17,1877-11-09,176
1877-05-18,1877-11-09,175
1877-05-18,1877-11-09,175
1878-01-17,1878-06-27,161
1878-01-17,1878-06-27,161
1878-01-17,1878-06-27,161
1878-01-17,1878-07-04,168
1878-01-17,1878-07-04,168
1878-01-17,1878-04-30,103
1878-01-17,1878-06-27,161
1878-01-17,1878-06-27,161
1878-01-17,1878-06-27,161
1878-07-04,1878-07-11,7
1878-07-04,1878-08-27,54
1878-05-01,1878-06-27,57
1878-07-04,1878-07-18,14
1878-07-10,1878-07-18,8
1878-07-08,1878-07-18,10
1878-07-10,1878-07-18,8
1878-07-29,1878-11-01,95
1878-07-29,1878-11-01,95
1878-07-04,1878-07-18,14
1878-07-29,1878-11-01,95
1878-07-11,1878-07-18,7
1878-07-08,1878-07-18,10
1863-07-31,1864-03-15,228
1878-07-29,1878-11-01,95
1878-07-29,1878-11-01,95
1863-07-31,1864-03-15,228
1878-07-29,1878-11-01,95
1878-07-29,1878-11-01,95
1863-08-03,1864-03-13,223
1863-08-03,1864-03-15,225
1863-07-31,1864-03-15,228
1864-04-05,1864-07-11,97
